DOCULECT	CHAR	PHONEME
Ritchou	c170_1	k
Sakimotobu	c170_1	k_GS_
San	c170_1	k
Sani	c170_1	k_GS_
Sena	c170_1	k
Serikaku	c170_1	k
Shiomichi	c170_1	k_GS_
Shitooke	c170_1	k_GS_
Shuri	c170_1	k
Sonai	c170_1	p_SL_
Taketomi	c170_1	p_SL_
Tarama	c170_1	f
Tatsugo	c170_1	k_GS_
Uechi	c170_1	f
Uegusuku	c170_1	k
Wadomari	c170_1	k
Wan	c170_1	k_GS_
Yadon	c170_1	k_GS_
Yonaguni	c170_1	k
Yoro	c170_1	k_GS_
Yuwan	c170_1	k_GS_
Chabana	c171_1	g
Hateruma	c171_1	N_SL_
Hentona	c171_1	dZ
Hirara	c171_1	g
Ie	c171_1	dZ
Iheya	c171_1	dZ
Ikema	c171_1	dz
Isen	c171_1	g
Ishigaki	c171_1	N_SL_
Ishikawa	c171_1	dZ
Itoman	c171_1	g
Izena	c171_1	dZ
Kagoshima	c171_1	_GS_
Kametsu	c171_1	g
Keraji	c171_1	g
Koniya	c171_1	k
Kudaka	c171_1	dZ
Kuji-Oohama	c171_1	k
Kuroshima	c171_1	N_SL_
Kushi	c171_1	g
Kyoto	c171_1	N
Matsubara	c171_1	g
Mugiya	c171_1	g
Nago	c171_1	g
Naze	c171_1	g
Ohama	c171_1	N_SL_
Ongachi	c171_1	g
Ou	c171_1	dZ
Oura	c171_1	g
Ritchou	c171_1	g
Sakimotobu	c171_1	g
San	c171_1	g
Sani	c171_1	g
Sena	c171_1	dZ
Serikaku	c171_1	g
Shiomichi	c171_1	n
Shitooke	c171_1	n
Shuri	c171_1	dZ
Sonai	c171_1	ZERO
Taketomi	c171_1	N_SL_
Tarama	c171_1	g
Tatsugo	c171_1	g
Uechi	c171_1	g
Uegusuku	c171_1	g
Wadomari	c171_1	dZ
Wan	c171_1	n
Yadon	c171_1	k
Yonaguni	c171_1	g
Yoro	c171_1	k
Yuwan	c171_1	g
Chabana	c172_1	i
Hateruma	c172_1	ZERO
Hentona	c172_1	i
Hirara	c172_1	TONE_1
Ie	c172_1	i
Iheya	c172_1	i
Ikema	c172_1	TONE_1
Isen	c172_1	i
Ishigaki	c172_1	ZERO
Ishikawa	c172_1	i
Itoman	c172_1	i
Izena	c172_1	i_LG_
Kagoshima	c172_1	ZERO
Kametsu	c172_1	i
Keraji	c172_1	i
Koniya	c172_1	ZERO
Kudaka	c172_1	i
Kuji-Oohama	c172_1	ZERO
Kuroshima	c172_1	ZERO
Kushi	c172_1	i
Kyoto	c172_1	i
Matsubara	c172_1	i
Mugiya	c172_1	i
Nago	c172_1	i
Naze	c172_1	i
Ohama	c172_1	ZERO
Ongachi	c172_1	i
Ou	c172_1	i
Oura	c172_1	TONE_1
Ritchou	c172_1	i
Sakimotobu	c172_1	i
San	c172_1	i
Sani	c172_1	i
Sena	c172_1	i
Serikaku	c172_1	i_LG_
Shiomichi	c172_1	i
Shitooke	c172_1	I
Shuri	c172_1	i
Sonai	c172_1	i
Taketomi	c172_1	ZERO
Tarama	c172_1	TONE_1
Tatsugo	c172_1	i
Uechi	c172_1	TONE_1
Uegusuku	c172_1	i
Wadomari	c172_1	i
Wan	c172_1	i
Yadon	c172_1	ZERO
Yonaguni	c172_1	i
Yoro	c172_1	ZERO
Yuwan	c172_1	i
Chabana	c173_1	k
Hentona	c173_1	k_GS_
Ie	c173_1	k
Iheya	c173_1	k_GS_
Isen	c173_1	k_GS_
Ishigaki	c173_1	k
Ishikawa	c173_1	k
Itoman	c173_1	k
Izena	c173_1	k
Kagoshima	c173_1	k
Kametsu	c173_1	k
Keraji	c173_1	k_GS_
Koniya	c173_1	k_GS_
Kudaka	c173_1	k_GS_
Kuji-Oohama	c173_1	k_GS_
Kuroshima	c173_1	f
Kushi	c173_1	k_GS_
Kyoto	c173_1	k
Matsubara	c173_1	k_GS_
Mugiya	c173_1	k
Nago	c173_1	k_GS_
Naze	c173_1	k_GS_
Ongachi	c173_1	k_GS_
Ou	c173_1	k
Oura	c173_1	f
Ritchou	c173_1	k
Sakimotobu	c173_1	k_GS_
San	c173_1	k
Sani	c173_1	k_GS_
Sena	c173_1	k
Serikaku	c173_1	k
Shiomichi	c173_1	k_GS_
Shitooke	c173_1	k_GS_
Shuri	c173_1	k
Taketomi	c173_1	p_SL_
Tatsugo	c173_1	k_GS_
Uegusuku	c173_1	k
Wadomari	c173_1	k
Wan	c173_1	k_GS_
Yadon	c173_1	k_GS_
Yoro	c173_1	k_GS_
Yuwan	c173_1	k_GS_
Chabana	c174_1	b
Hentona	c174_1	b
Ie	c174_1	d
Iheya	c174_1	ZERO
Isen	c174_1	b
Ishigaki	c174_1	b
Ishikawa	c174_1	b
Itoman	c174_1	b
Izena	c174_1	ZERO
Kagoshima	c174_1	_GS_
Kametsu	c174_1	b
Keraji	c174_1	b
Koniya	c174_1	p
Kudaka	c174_1	b
Kuji-Oohama	c174_1	p
Kuroshima	c174_1	b
Kushi	c174_1	b
Kyoto	c174_1	b
Matsubara	c174_1	ZERO
Mugiya	c174_1	b
Nago	c174_1	ZERO
Naze	c174_1	b
Ongachi	c174_1	b
Ou	c174_1	b
Oura	c174_1	g
Ritchou	c174_1	b
Sakimotobu	c174_1	b
San	c174_1	ZERO
Sani	c174_1	b
Sena	c174_1	b
Serikaku	c174_1	b
Shiomichi	c174_1	b
Shitooke	c174_1	b
Shuri	c174_1	b
Taketomi	c174_1	b
Tatsugo	c174_1	b
Uegusuku	c174_1	b
Wadomari	c174_1	b
Wan	c174_1	b
Yadon	c174_1	p
Yoro	c174_1	p
Yuwan	c174_1	b
Chabana	c175_2	i
Hateruma	c175_2	TONE_1
Hentona	c175_2	i
Hirara	c175_2	i
Ie	c175_2	i
Iheya	c175_2	i
Ikema	c175_2	i
Isen	c175_2	i
Ishigaki	c175_2	i
Ishikawa	c175_2	i
Itoman	c175_2	i
Izena	c175_2	i
Kagoshima	c175_2	ZERO
Kametsu	c175_2	i
Keraji	c175_2	i
Koniya	c175_2	ZERO
Kudaka	c175_2	i
Kuji-Oohama	c175_2	ZERO
Kuroshima	c175_2	i
Kushi	c175_2	i
Kyoto	c175_2	i
Matsubara	c175_2	i
Mugiya	c175_2	i
Nago	c175_2	i
Naze	c175_2	i
Ohama	c175_2	i
Ongachi	c175_2	i
Ou	c175_2	i
Oura	c175_2	TONE_1
Ritchou	c175_2	i
Sakimotobu	c175_2	i
San	c175_2	i
Sani	c175_2	i
Sena	c175_2	i
Serikaku	c175_2	i_LG_
Shiomichi	c175_2	i
Shitooke	c175_2	i
Shuri	c175_2	i
Sonai	c175_2	i
Taketomi	c175_2	i
Tarama	c175_2	i
Tatsugo	c175_2	i
Uechi	c175_2	i
Uegusuku	c175_2	i
Wadomari	c175_2	i
Wan	c175_2	i
Yadon	c175_2	ZERO
Yonaguni	c175_2	i
Yoro	c175_2	ZERO
Yuwan	c175_2	i
Hateruma	c176_1	u
Hirara	c176_1	u
Ikema	c176_1	u
Ishigaki	c176_1	u
Ohama	c176_1	u
Sonai	c176_1	u
Tarama	c176_1	!i
Uechi	c176_1	u
Yonaguni	c176_1	u
Hateruma	c177_1	u
Hirara	c177_1	u
Ikema	c177_1	u
Ishigaki	c177_1	ZERO
Ohama	c177_1	ZERO
Sonai	c177_1	ZERO
Tarama	c177_1	u
Uechi	c177_1	u
Yonaguni	c177_1	ZERO
Hateruma	c178_1	s
Hirara	c178_1	ZERO
Ikema	c178_1	ZERO
Ishigaki	c178_1	ZERO
Ohama	c178_1	ZERO
Sonai	c178_1	ZERO
Tarama	c178_1	ZERO
Uechi	c178_1	ZERO
Yonaguni	c178_1	ZERO
Chabana	c179_1	a
Hateruma	c179_1	a
Hentona	c179_1	a
Hirara	c179_1	a
Ie	c179_1	a
Iheya	c179_1	a
Ikema	c179_1	a
Isen	c179_1	a
Ishigaki	c179_1	a
Ishikawa	c179_1	a
Itoman	c179_1	a
Izena	c179_1	a
Kagoshima	c179_1	a
Kametsu	c179_1	a
Keraji	c179_1	a
Koniya	c179_1	a
Kudaka	c179_1	a
Kuji-Oohama	c179_1	a
Kuroshima	c179_1	a
Kushi	c179_1	a
Kyoto	c179_1	a
Matsubara	c179_1	a
Mugiya	c179_1	a
Nago	c179_1	a
Naze	c179_1	a
Ohama	c179_1	a
Ongachi	c179_1	a
Ou	c179_1	a
Oura	c179_1	a
Ritchou	c179_1	a
Sakimotobu	c179_1	a
San	c179_1	a
Sani	c179_1	a
Sena	c179_1	a_LG_
Serikaku	c179_1	a_LG_
Shiomichi	c179_1	a
Shitooke	c179_1	a
Shuri	c179_1	a
Sonai	c179_1	a
Taketomi	c179_1	a
Tarama	c179_1	a
Tatsugo	c179_1	a
Uechi	c179_1	a
Uegusuku	c179_1	a_LG_
Wadomari	c179_1	a
Wan	c179_1	a
Yadon	c179_1	a
Yonaguni	c179_1	a
Yoro	c179_1	a
Yuwan	c179_1	a
Chabana	c17_1	N_SL_
Hateruma	c17_1	N_SL_
Hentona	c17_1	N_SL_
Ie	c17_1	ZERO
Ikema	c17_1	ZERO
Isen	c17_1	N_SL_
Ishigaki	c17_1	N_SL_
Ishikawa	c17_1	N_SL_
Itoman	c17_1	N_SL_
Kagoshima	c17_1	ZERO
Kametsu	c17_1	ZERO
Keraji	c17_1	ZERO
Koniya	c17_1	m
Kudaka	c17_1	N_SL_
Kuji-Oohama	c17_1	r
Kuroshima	c17_1	N_SL_
Kushi	c17_1	ZERO
Kyoto	c17_1	ZERO
Matsubara	c17_1	N_SL_
Mugiya	c17_1	ZERO
Nago	c17_1	N_SL_
Naze	c17_1	ZERO
Ohama	c17_1	N_SL_
Ongachi	c17_1	N_SL_
Ou	c17_1	N_SL_
Oura	c17_1	N_SL_
Ritchou	c17_1	ZERO
Sakimotobu	c17_1	N_SL_
San	c17_1	N_SL_
Sani	c17_1	N_SL_
Sena	c17_1	N_SL_
Serikaku	c17_1	N_SL_
Shiomichi	c17_1	ZERO
Shitooke	c17_1	N_SL_
Shuri	c17_1	N_SL_
Sonai	c17_1	ZERO
Taketomi	c17_1	N_SL_
Tarama	c17_1	l_AP_
Tatsugo	c17_1	r
Uechi	c17_1	n
Uegusuku	c17_1	N_SL_
Wadomari	c17_1	N_SL_
Wan	c17_1	N_SL_
Yadon	c17_1	r
Yonaguni	c17_1	r
Yoro	c17_1	ZERO
Yuwan	c17_1	ZERO
Chabana	c180_1	N_SL_
Hateruma	c180_1	N_SL_
Hentona	c180_1	m
Hirara	c180_1	m
Ie	c180_1	n
Iheya	c180_1	m
Ikema	c180_1	N_SL_
Isen	c180_1	m
Ishigaki	c180_1	N_SL_
Ishikawa	c180_1	m
Itoman	c180_1	m
Izena	c180_1	m
Kagoshima	c180_1	N_SL_
Kametsu	c180_1	m
Keraji	c180_1	m
Koniya	c180_1	m
Kudaka	c180_1	m
Kuji-Oohama	c180_1	m
Kuroshima	c180_1	N_SL_
Kushi	c180_1	N_SL_
Kyoto	c180_1	m
Matsubara	c180_1	m
Mugiya	c180_1	N_SL_
Nago	c180_1	m
Naze	c180_1	m
Ohama	c180_1	N_SL_
Ongachi	c180_1	m
Ou	c180_1	m
Oura	c180_1	N_SL_
Ritchou	c180_1	N_SL_
Sakimotobu	c180_1	m
San	c180_1	m
Sani	c180_1	N_SL_
Sena	c180_1	m
Serikaku	c180_1	n
Shiomichi	c180_1	m
Shitooke	c180_1	m
Shuri	c180_1	m
Sonai	c180_1	N_SL_
Taketomi	c180_1	N_SL_
Tarama	c180_1	m
Tatsugo	c180_1	m
Uechi	c180_1	m
Uegusuku	c180_1	n
Wadomari	c180_1	m
Wan	c180_1	m
Yadon	c180_1	m
Yonaguni	c180_1	N_SL_
Yoro	c180_1	m
Yuwan	c180_1	m
Chabana	c181_1	ZERO
Hateruma	c181_1	ZERO
Hentona	c181_1	i
Hirara	c181_1	ZERO
Ie	c181_1	i_LG_
Iheya	c181_1	i_LG_
Ikema	c181_1	ZERO
Isen	c181_1	i
Ishigaki	c181_1	ZERO
Ishikawa	c181_1	i
Itoman	c181_1	i
Izena	c181_1	i_LG_
Kagoshima	c181_1	ZERO
Kametsu	c181_1	i
Keraji	c181_1	i
Koniya	c181_1	i
Kudaka	c181_1	i
Kuji-Oohama	c181_1	i
Kuroshima	c181_1	ZERO
Kushi	c181_1	ZERO
Kyoto	c181_1	i
Matsubara	c181_1	i_LG_
Mugiya	c181_1	ZERO
Nago	c181_1	i_LG_
Naze	c181_1	i
Ohama	c181_1	ZERO
Ongachi	c181_1	i
Ou	c181_1	i
Oura	c181_1	ZERO
Ritchou	c181_1	ZERO
Sakimotobu	c181_1	i_LG_
San	c181_1	i
Sani	c181_1	ZERO
Sena	c181_1	i_LG_
Serikaku	c181_1	i_LG_
Shiomichi	c181_1	i
Shitooke	c181_1	i
Shuri	c181_1	i
Sonai	c181_1	ZERO
Taketomi	c181_1	ZERO
Tarama	c181_1	ZERO
Tatsugo	c181_1	i
Uechi	c181_1	ZERO
Uegusuku	c181_1	i_LG_
Wadomari	c181_1	i
Wan	c181_1	i
Yadon	c181_1	ZERO
Yonaguni	c181_1	ZERO
Yoro	c181_1	i
Yuwan	c181_1	i
Chabana	c182_1	k
Hateruma	c182_1	h
Hentona	c182_1	k
Hirara	c182_1	k
Ie	c182_1	ZERO
Ikema	c182_1	k
Ishigaki	c182_1	k
Kagoshima	c182_1	k
Kametsu	c182_1	k
Keraji	c182_1	k
Koniya	c182_1	k
Kuroshima	c182_1	k
Kyoto	c182_1	k
Mugiya	c182_1	k
Naze	c182_1	k
Ohama	c182_1	k
Ou	c182_1	k
Oura	c182_1	k
Ritchou	c182_1	k
Sena	c182_1	k
Serikaku	c182_1	k
Shiomichi	c182_1	k
Shitooke	c182_1	k
Shuri	c182_1	k
Sonai	c182_1	k
Taketomi	c182_1	k
Tarama	c182_1	k
Uechi	c182_1	k
Uegusuku	c182_1	k
Wadomari	c182_1	k
Wan	c182_1	k
Yonaguni	c182_1	k
Chabana	c183_1	u_LG_
Hateruma	c183_1	a
Hentona	c183_1	u_LG_
Hirara	c183_1	u
Ie	c183_1	ZERO
Ikema	c183_1	ZERO
Ishigaki	c183_1	u
Kagoshima	c183_1	o
Kametsu	c183_1	u
Keraji	c183_1	u_LG_
Koniya	c183_1	u
Kuroshima	c183_1	u
Kyoto	c183_1	o
Mugiya	c183_1	u_LG_
Naze	c183_1	o
Ohama	c183_1	u
Ou	c183_1	u
Oura	c183_1	u
Ritchou	c183_1	u_LG_
Sena	c183_1	u
Serikaku	c183_1	u
Shiomichi	c183_1	u_LG_
Shitooke	c183_1	u_LG_
Shuri	c183_1	u
Sonai	c183_1	u
Taketomi	c183_1	u
Tarama	c183_1	u
Uechi	c183_1	u
Uegusuku	c183_1	u
Wadomari	c183_1	u_LG_
Wan	c183_1	u_LG_
Yonaguni	c183_1	u
Chabana	c184_1	ZERO
Hateruma	c184_1	k
Hentona	c184_1	ZERO
Hirara	c184_1	k
Ie	c184_1	p_SL_
Ikema	c184_1	k
Ishigaki	c184_1	k
Kagoshima	c184_1	k
Kametsu	c184_1	ZERO
Keraji	c184_1	ZERO
Koniya	c184_1	h
Kuroshima	c184_1	k
Kyoto	c184_1	k
Mugiya	c184_1	ZERO
Naze	c184_1	ZERO
Ohama	c184_1	k
Ou	c184_1	k
Oura	c184_1	k
Ritchou	c184_1	ZERO
Sena	c184_1	ZERO
Serikaku	c184_1	ZERO
Shiomichi	c184_1	ZERO
Shitooke	c184_1	ZERO
Shuri	c184_1	k
Sonai	c184_1	k
Taketomi	c184_1	ZERO
Tarama	c184_1	k
Uechi	c184_1	k
Uegusuku	c184_1	ZERO
Wadomari	c184_1	ZERO
Wan	c184_1	ZERO
Yonaguni	c184_1	g
Chabana	c185_1	ZERO
Hateruma	c185_1	o
Hentona	c185_1	ZERO
Hirara	c185_1	u
Ie	c185_1	u_LG_
Ikema	c185_1	u
Ishigaki	c185_1	u
Kagoshima	c185_1	o
Kametsu	c185_1	ZERO
Keraji	c185_1	ZERO
Koniya	c185_1	o
Kuroshima	c185_1	u
Kyoto	c185_1	o
Mugiya	c185_1	ZERO
Naze	c185_1	ZERO
Ohama	c185_1	u
Ou	c185_1	u
Oura	c185_1	u
Ritchou	c185_1	ZERO
Sena	c185_1	ZERO
Serikaku	c185_1	ZERO
Shiomichi	c185_1	ZERO
Shitooke	c185_1	ZERO
Shuri	c185_1	u
Sonai	c185_1	u
Taketomi	c185_1	ZERO
Tarama	c185_1	u
Uechi	c185_1	u
Uegusuku	c185_1	ZERO
Wadomari	c185_1	ZERO
Wan	c185_1	ZERO
Yonaguni	c185_1	u
Chabana	c186_1	u
Hateruma	c186_1	a
Hentona	c186_1	u
Hirara	c186_1	u
Ie	c186_1	u
Ikema	c186_1	u
Ishigaki	c186_1	u
Kagoshima	c186_1	o
Kametsu	c186_1	u
Keraji	c186_1	u
Koniya	c186_1	o
Kuroshima	c186_1	u
Kyoto	c186_1	o
Mugiya	c186_1	u
Naze	c186_1	o_LG_
Ohama	c186_1	u
Ou	c186_1	u
Oura	c186_1	u
Ritchou	c186_1	u
Sena	c186_1	u
Serikaku	c186_1	u
Shiomichi	c186_1	u
Shitooke	c186_1	u
Shuri	c186_1	u
Sonai	c186_1	u
Taketomi	c186_1	u
Tarama	c186_1	u
Uechi	c186_1	u
Uegusuku	c186_1	u
Wadomari	c186_1	u
Wan	c186_1	u
Yonaguni	c186_1	u
Chabana	c187_1	i
Hateruma	c187_1	TONE_1
Hentona	c187_1	i
Hirara	c187_1	TONE_1
Ie	c187_1	i
Ikema	c187_1	TONE_1
Ishigaki	c187_1	TONE_1
Kagoshima	c187_1	ZERO
Kametsu	c187_1	TONE_1
Keraji	c187_1	u
Koniya	c187_1	ZERO
Kuroshima	c187_1	i
Kyoto	c187_1	u
Mugiya	c187_1	i
Naze	c187_1	i
Ohama	c187_1	TONE_1
Ou	c187_1	i
Oura	c187_1	TONE_1
Ritchou	c187_1	i
Sena	c187_1	i_LG_
Serikaku	c187_1	i_LG_
Shiomichi	c187_1	u
Shitooke	c187_1	u
Shuri	c187_1	i
Sonai	c187_1	i
Taketomi	c187_1	TONE_1
Tarama	c187_1	TONE_1
Uechi	c187_1	TONE_1
Uegusuku	c187_1	i_LG_
Wadomari	c187_1	i
Wan	c187_1	u
Yonaguni	c187_1	i
Chabana	c188_1	a
Hateruma	c188_1	a
Hentona	c188_1	a
Hirara	c188_1	a
Ie	c188_1	a
Iheya	c188_1	a
Ikema	c188_1	a
Isen	c188_1	a
Ishigaki	c188_1	a
Ishikawa	c188_1	a
Itoman	c188_1	a
Izena	c188_1	a_LG_
Kagoshima	c188_1	a
Kametsu	c188_1	a
Keraji	c188_1	a
Koniya	c188_1	a
Kudaka	c188_1	a
Kuji-Oohama	c188_1	a
Kuroshima	c188_1	a
Kushi	c188_1	a
Kyoto	c188_1	a
Matsubara	c188_1	a
Mugiya	c188_1	a
Nago	c188_1	a_LG_
Naze	c188_1	a
Ohama	c188_1	a
Ongachi	c188_1	a
Ou	c188_1	a
Oura	c188_1	a
Ritchou	c188_1	a
Sakimotobu	c188_1	a
San	c188_1	a
Sani	c188_1	a
Sena	c188_1	a_LG_
Serikaku	c188_1	a_LG_
Shiomichi	c188_1	a
Shitooke	c188_1	a
Shuri	c188_1	a
Sonai	c188_1	a
Taketomi	c188_1	a
Tarama	c188_1	a
Tatsugo	c188_1	a
Uechi	c188_1	a
Uegusuku	c188_1	a
Wadomari	c188_1	a
Wan	c188_1	a
Yadon	c188_1	a
Yonaguni	c188_1	a
Yoro	c188_1	a
Yuwan	c188_1	a
Chabana	c189_1	a_LG_
Hateruma	c189_1	a
Hentona	c189_1	a_LG_
Hirara	c189_1	a_LG_
Ie	c189_1	a_LG_
Iheya	c189_1	a_LG_
Ikema	c189_1	a_LG_
Isen	c189_1	a_LG_
Ishigaki	c189_1	a_LG_
Ishikawa	c189_1	a_LG_
Itoman	c189_1	a_LG_
Izena	c189_1	a_LG_
Kagoshima	c189_1	a
Kametsu	c189_1	a_LG_
Koniya	c189_1	a_LG_
Kudaka	c189_1	a_LG_
Kuji-Oohama	c189_1	a_LG_
Kuroshima	c189_1	a_LG_
Kushi	c189_1	a_LG_
Kyoto	c189_1	!a_LG_
Matsubara	c189_1	a_LG_
Nago	c189_1	a_LG_
Naze	c189_1	a
Ohama	c189_1	a_LG_
Ongachi	c189_1	a_LG_
Ou	c189_1	a_LG_
Oura	c189_1	a_LG_
Sakimotobu	c189_1	a_LG_
San	c189_1	a_LG_
Sani	c189_1	a
Serikaku	c189_1	a_LG_
Shitooke	c189_1	a_LG_
Shuri	c189_1	a_LG_
Sonai	c189_1	a_LG_
Taketomi	c189_1	a_LG_
Tarama	c189_1	a_LG_
Tatsugo	c189_1	a_LG_
Uechi	c189_1	a_LG_
Yadon	c189_1	a_LG_
Yonaguni	c189_1	a_LG_
Yoro	c189_1	a_LG_
Yuwan	c189_1	a_LG_
Chabana	c18_2	ZERO
Hateruma	c18_2	ZERO
Hentona	c18_2	ZERO
Ie	c18_2	ZERO
Ikema	c18_2	ZERO
Isen	c18_2	ZERO
Ishigaki	c18_2	ZERO
Ishikawa	c18_2	ZERO
Itoman	c18_2	ZERO
Kagoshima	c18_2	e
Kametsu	c18_2	i
Keraji	c18_2	i
Koniya	c18_2	ZERO
Kudaka	c18_2	ZERO
Kuji-Oohama	c18_2	ZERO
Kuroshima	c18_2	ZERO
Kushi	c18_2	ZERO
Kyoto	c18_2	i
Matsubara	c18_2	ZERO
Mugiya	c18_2	i
Nago	c18_2	ZERO
Naze	c18_2	ZERO
Ohama	c18_2	ZERO
Ongachi	c18_2	ZERO
Ou	c18_2	ZERO
Oura	c18_2	ZERO
Ritchou	c18_2	ZERO
Sakimotobu	c18_2	ZERO
San	c18_2	ZERO
Sani	c18_2	ZERO
Sena	c18_2	ZERO
Serikaku	c18_2	ZERO
Shiomichi	c18_2	ZERO
Shitooke	c18_2	ZERO
Shuri	c18_2	ZERO
Sonai	c18_2	i
Taketomi	c18_2	ZERO
Tarama	c18_2	ZERO
Tatsugo	c18_2	i
Uechi	c18_2	u
Uegusuku	c18_2	ZERO
Wadomari	c18_2	ZERO
Wan	c18_2	ZERO
Yadon	c18_2	ZERO
Yonaguni	c18_2	i
Yoro	c18_2	ZERO
Yuwan	c18_2	i
Chabana	c190_1	j
Hateruma	c190_1	j
Hentona	c190_1	j
Hirara	c190_1	j
Ie	c190_1	j
Iheya	c190_1	j
Ikema	c190_1	j
Isen	c190_1	j
Ishigaki	c190_1	j
Ishikawa	c190_1	j
Itoman	c190_1	j
Izena	c190_1	j
Kagoshima	c190_1	j
Kametsu	c190_1	j
Keraji	c190_1	j
Koniya	c190_1	j
Kudaka	c190_1	j
Kuji-Oohama	c190_1	j
Kuroshima	c190_1	j
Kushi	c190_1	j
Kyoto	c190_1	j
Matsubara	c190_1	j
Mugiya	c190_1	j
Nago	c190_1	j
Naze	c190_1	j
Ohama	c190_1	j
Ongachi	c190_1	j
Ou	c190_1	j
Oura	c190_1	j
Ritchou	c190_1	j
Sakimotobu	c190_1	j
San	c190_1	j
Sani	c190_1	j
Sena	c190_1	j
Serikaku	c190_1	j
Shiomichi	c190_1	j
Shitooke	c190_1	j
Shuri	c190_1	j
Sonai	c190_1	j
Taketomi	c190_1	j
Tatsugo	c190_1	j
Uechi	c190_1	j
Uegusuku	c190_1	j
Wadomari	c190_1	j
Wan	c190_1	j
Yadon	c190_1	j
Yonaguni	c190_1	!j
Yoro	c190_1	j
Yuwan	c190_1	j
Chabana	c191_1	a
Hateruma	c191_1	a
Hentona	c191_1	a
Hirara	c191_1	a
Ie	c191_1	a_LG_
Iheya	c191_1	a_LG_
Ikema	c191_1	a
Isen	c191_1	a
Ishigaki	c191_1	a
Ishikawa	c191_1	a
Itoman	c191_1	a
Izena	c191_1	a_LG_
Kagoshima	c191_1	a
Kametsu	c191_1	a
Keraji	c191_1	a
Koniya	c191_1	a
Kudaka	c191_1	a
Kuji-Oohama	c191_1	a
Kuroshima	c191_1	a
Kushi	c191_1	a
Kyoto	c191_1	a
Matsubara	c191_1	a
Mugiya	c191_1	a
Nago	c191_1	a_LG_
Naze	c191_1	a
Ohama	c191_1	a
Ongachi	c191_1	a
Ou	c191_1	a
Oura	c191_1	a
Ritchou	c191_1	a
Sakimotobu	c191_1	a_LG_
San	c191_1	a
Sani	c191_1	a
Sena	c191_1	a_LG_
Serikaku	c191_1	a_LG_
Shiomichi	c191_1	a
Shitooke	c191_1	a
Shuri	c191_1	a
Sonai	c191_1	a
Taketomi	c191_1	a
Tatsugo	c191_1	a
Uechi	c191_1	a
Uegusuku	c191_1	a_LG_
Wadomari	c191_1	a
Wan	c191_1	a
Yadon	c191_1	a
Yonaguni	c191_1	a
Yoro	c191_1	a
Yuwan	c191_1	a
Hateruma	c192_1	u
Hirara	c192_1	u
Ikema	c192_1	u
Ishigaki	c192_1	u
Kuroshima	c192_1	u
Ohama	c192_1	u
Oura	c192_1	u
Sonai	c192_1	u
Taketomi	c192_1	!o
Tarama	c192_1	u
Uechi	c192_1	u
Hateruma	c193_1	m
Hirara	c193_1	m
Ikema	c193_1	N_SL_
Ishigaki	c193_1	N_SL_
Kuroshima	c193_1	m
Ohama	c193_1	N_SL_
Oura	c193_1	m
Sonai	c193_1	N_SL_
Taketomi	c193_1	_LG___TD_
Tarama	c193_1	m
Uechi	c193_1	m
Hateruma	c194_1	ZERO
Hirara	c194_1	ZERO
Ikema	c194_1	ZERO
Ishigaki	c194_1	ZERO
Kuroshima	c194_1	u
Ohama	c194_1	ZERO
Oura	c194_1	ZERO
Sonai	c194_1	ZERO
Taketomi	c194_1	ZERO
Tarama	c194_1	ZERO
Uechi	c194_1	ZERO
Hateruma	c195_1	ZERO
Hirara	c195_1	ZERO
Ikema	c195_1	ZERO
Ishigaki	c195_1	ZERO
Kuroshima	c195_1	n
Ohama	c195_1	ZERO
Oura	c195_1	ZERO
Sonai	c195_1	ZERO
Taketomi	c195_1	ZERO
Tarama	c195_1	ZERO
Uechi	c195_1	ZERO
Hateruma	c196_1	u
Hirara	c196_1	ZERO
Ikema	c196_1	ZERO
Ishigaki	c196_1	ZERO
Kuroshima	c196_1	u
Ohama	c196_1	ZERO
Oura	c196_1	ZERO
Sonai	c196_1	ZERO
Taketomi	c196_1	ZERO
Tarama	c196_1	ZERO
Uechi	c196_1	ZERO
Chabana	c197_1	a
Hateruma	c197_1	a
Hentona	c197_1	a
Hirara	c197_1	a
Ie	c197_1	a
Iheya	c197_1	a_LG_
Ikema	c197_1	a
Isen	c197_1	a_LG_
Ishigaki	c197_1	a
Ishikawa	c197_1	a_LG_
Itoman	c197_1	a_LG_
Izena	c197_1	a_LG_
Kagoshima	c197_1	a
Kametsu	c197_1	a
Keraji	c197_1	a
Koniya	c197_1	a
Kudaka	c197_1	a
Kuji-Oohama	c197_1	a
Kuroshima	c197_1	a
Kushi	c197_1	a
Kyoto	c197_1	a
Matsubara	c197_1	a
Mugiya	c197_1	a
Nago	c197_1	a
Naze	c197_1	a
Ohama	c197_1	a
Ongachi	c197_1	a
Ou	c197_1	a
Oura	c197_1	a
Ritchou	c197_1	a
Sakimotobu	c197_1	a
San	c197_1	a
Sani	c197_1	a
Sena	c197_1	a
Serikaku	c197_1	a
Shiomichi	c197_1	a
Shitooke	c197_1	a
Shuri	c197_1	a_LG_
Sonai	c197_1	a
Taketomi	c197_1	a
Tarama	c197_1	a
Tatsugo	c197_1	a
Uechi	c197_1	a
Uegusuku	c197_1	a
Wadomari	c197_1	a
Wan	c197_1	a
Yadon	c197_1	a
Yonaguni	c197_1	a
Yoro	c197_1	a
Yuwan	c197_1	a
Chabana	c198_1	b
Hateruma	c198_1	b
Hentona	c198_1	b
